episode_index,frame_count,from_index,to_index_exclusive,start_timestamp_s,end_timestamp_s,split,task,success,failure_reason,object_initial_pose,scene_config,scene_sha256,random_seed,collection_batch,dataset_version,schema_name,source_time_recorded,receive_time_recorded,observation_time_recorded,action_execution_time_recorded,annotation_status
62,174,20970,21144,0.0,5.766666889190674,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
63,211,21144,21355,0.0,7.0,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
64,403,21355,21758,0.0,13.399999618530273,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
65,379,21758,22137,0.0,12.600000381469727,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
66,375,22137,22512,0.0,12.466666221618652,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
67,261,22512,22773,0.0,8.666666984558105,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
68,342,22773,23115,0.0,11.366666793823242,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
69,210,23115,23325,0.0,6.9666666984558105,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
70,307,23325,23632,0.0,10.199999809265137,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
71,251,23632,23883,0.0,8.333333015441895,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
72,200,23883,24083,0.0,6.633333206176758,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
73,181,24083,24264,0.0,6.0,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
74,224,24264,24488,0.0,7.433333396911621,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
75,282,24488,24770,0.0,9.366666793823242,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
76,209,24770,24979,0.0,6.933333396911621,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
77,218,24979,25197,0.0,7.233333110809326,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
78,187,25197,25384,0.0,6.199999809265137,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
79,511,25384,25895,0.0,17.0,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
80,308,25895,26203,0.0,10.233333587646484,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
81,237,26203,26440,0.0,7.866666793823242,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
82,168,26440,26608,0.0,5.566666603088379,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
83,172,26608,26780,0.0,5.699999809265137,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
84,282,26780,27062,0.0,9.366666793823242,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
85,370,27062,27432,0.0,12.300000190734863,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
86,176,27432,27608,0.0,5.833333492279053,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
87,170,27608,27778,0.0,5.633333206176758,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
88,220,27778,27998,0.0,7.300000190734863,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
89,233,27998,28231,0.0,7.733333110809326,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
90,234,28231,28465,0.0,7.766666889190674,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
91,165,28465,28630,0.0,5.4666666984558105,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
92,250,28630,28880,0.0,8.300000190734863,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
93,233,28880,29113,0.0,7.733333110809326,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
94,232,29113,29345,0.0,7.699999809265137,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
95,196,29345,29541,0.0,6.5,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
96,187,29541,29728,0.0,6.199999809265137,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
97,209,29728,29937,0.0,6.933333396911621,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
98,329,29937,30266,0.0,10.933333396911621,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
99,172,30266,30438,0.0,5.699999809265137,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
100,452,30438,30890,0.0,15.033333778381348,train,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
101,247,30890,31137,0.0,8.199999809265137,validation,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
102,263,31137,31400,0.0,8.733333587646484,validation,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
103,418,31400,31818,0.0,13.899999618530273,validation,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
104,308,31818,32126,0.0,10.233333587646484,validation,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
105,279,32126,32405,0.0,9.266666412353516,validation,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
106,256,32405,32661,0.0,8.5,validation,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
107,222,32661,32883,0.0,7.366666793823242,validation,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
108,281,32883,33164,0.0,9.333333015441895,validation,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
109,244,33164,33408,0.0,8.100000381469727,validation,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
110,843,33408,34251,0.0,28.066667556762695,validation,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
111,315,34251,34566,0.0,10.466666221618652,validation,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
112,677,34566,35243,0.0,22.53333282470703,validation,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
113,348,35243,35591,0.0,11.566666603088379,test,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
114,289,35591,35880,0.0,9.600000381469727,test,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
115,379,35880,36259,0.0,12.600000381469727,test,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
116,395,36259,36654,0.0,13.133333206176758,test,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
117,386,36654,37040,0.0,12.833333015441895,test,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
118,322,37040,37362,0.0,10.699999809265137,test,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
119,559,37362,37921,0.0,18.600000381469727,test,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
120,257,37921,38178,0.0,8.533333778381348,test,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
121,373,38178,38551,0.0,12.399999618530273,test,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
122,296,38551,38847,0.0,9.833333015441895,test,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
123,326,38847,39173,0.0,10.833333015441895,test,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
124,277,39173,39450,0.0,9.199999809265137,test,Use the RM65 DexHand to grasp a screwdriver,PENDING_ANNOTATION,PENDING_ANNOTATION,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,UNAVAILABLE_NOT_RECORDED,v3.0,keycollect_act_rgb_v1,False,False,False,False,INCOMPLETE_LEGACY_METADATA
